Governorate,siteId,activityId,locationId,location,partnerId,Partner,activity,activityCategory,indicatorId,Value,Indicator,month,database,indicatorCategory,Units,month.1,region.x,district,subdistrict,refugee.camps,camp.districts,comments,appeal,Fundedby,allocation,Camp,ITS,Other,Urban,Category,sector,gcode,gov,rcode,region,StartDate,men,women,boy,girl,Gender,SiteType
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24067,12,Women - Other affected Population,2013-12,1064,Impacted population this month,Individual,2013-12,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/12/2013,Men,Women,,,WomenMen,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24063,65,Syrian Women in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/03/2014,Men,Women,,,WomenMen,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24063,379,Syrian Women in Urban,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/01/2014,Men,Women,,,WomenMen,   Urban areas - 
Amman,2073181299,4120,335621882,Amman Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24073,76,Syrian Men in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,Men,,,,Men,   Urban areas - 
Amman,2073181299,4120,335621882,Amman Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24072,39,Syrian Women in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/03/2014,Men,Women,,,WomenMen,   Urban areas - 
Amman,1755981124,4118,335621882,Amman Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,125,# of HH heads receiving rental support,2014-11,1064,RRP6 - Performance Indicators,Individual,2014-11,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/11/2014,,,,,,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24068,13,Men - Other affected Population,2013-12,1064,Impacted population this month,Individual,2013-12,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/12/2013,Men,,,,Men,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24064,248,Syrian Men in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,Men,,,,Men,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24069,325,# of conditional cash grants / shelter kits distributed,2014-01,1064,RRP6 - Performance Indicators,#,2014-01,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/01/2014,,,,,,   Urban areas - 
Amman,1755981124,4118,335621882,Amman Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,259,# of HH heads receiving rental support,2014-02,1064,RRP6 - Performance Indicators,Individual,2014-02,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,,,,,,   Urban areas - 
Amman,1755981124,4118,335621882,Amman Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,62,# of HH heads receiving rental support,2014-07,1064,RRP6 - Performance Indicators,Individual,2014-07,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/07/2014,,,,,,   Urban areas - 
Amman,1755981124,4118,335621882,Amman Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,150,# of HH heads receiving rental support,2014-09,1064,RRP6 - Performance Indicators,Individual,2014-09,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/09/2014,,,,,,   Urban areas - 
Amman,1755981124,4118,335621882,Amman Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,200,# of HH heads receiving rental support,2014-08,1064,RRP6 - Performance Indicators,Individual,2014-08,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/08/2014,,,,,,   Urban areas - 
Amman,2031663666,4119,335621882,Amman Governorate,8,Caritas,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24061,178,Syrian Girls in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/03/2014,,,,Girls,Girls,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24069,25,# of conditional cash grants / shelter kits distributed,2013-12,1064,RRP6 - Performance Indicators,#,2013-12,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/12/2013,,,,,,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24066,109,Boys - Other affected Population,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,,,Boys,,Boys,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24061,71,Syrian Girls in Urban,2014-04,1064,Impacted population this month,Individual,2014-04,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/04/2014,,,,Girls,Girls,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24067,162,Women - Other affected Population,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/01/2014,Men,Women,,,WomenMen,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24068,89,Men - Other affected Population,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,Men,,,,Men,   Urban areas - 
Amman,2031663666,4119,335621882,Amman Governorate,8,Caritas,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24063,39,Syrian Women in Urban,2014-03,1064,Impacted population this month,Individual,2014-03,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/03/2014,Men,Women,,,WomenMen,   Urban areas - 
Amman,2073181299,4120,335621882,Amman Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24077,127,Men - Other affected Population,2014-02,1064,Impacted population this month,Individual,2014-02,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,Men,,,,Men,   Urban areas - 
Amman,2073181299,4120,335621882,Amman Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24078,62,# of people receiving information messaging on housing (HLP),2014-07,1064,RRP6 - Performance Indicators,#,2014-07,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/07/2014,,,,,,   Urban areas - 
Amman,1580912240,4116,335621882,Amman Governorate,729,JHAS,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,19,# of dwelling units upgraded to adequate standard,2014-07,1064,RRP6 - Performance Indicators,#,2014-07,Central,,,,,"Since 2013 we have upgraded 1570 shelter units in different areas: Amman, Irbid, Ramtha, Mafraq, Jordan Valley.

Our target for the current project is 400 shelters from 15/3/2014 till 31/7/2014, the budget is 370 JD per shelter, we are doing upgrades in Zarqa, Jarash , Ajlun, in addition to the areas mentioned above.

Our Activities per shelter include :

 - Electrical works: Installation and maintenance of electricity sockets, wiring, light bulbs with focus on electrical safety around the house.

- Walls and ceiling : Painting of walls/ceiling with focus on moisture.

- Security: Installation and maintenance of the main door and main door locks.

-Ventilation: Installation of window glass and mosquito nets.

- WASH: Provision of plastic water tanks (2 square m) for families that don’t have one, or share their water tank with the owner or the neighbors, and replacement of rusted water tanks. Provision and fixing of the sink, water mixer, water taps, shower, pipes, installation of toilets and latrines, with attention to handicap needs.

- Privacy: Installation of door locks and partition walls for households with overcrowded conditions, with attention to female and couple’s privacy needs.

-Provision of hygiene kits to each targeted household, with possibility of provision of core NFIs (mattresses, summer blankets, pillows, plastic buckets) where needed.

Shelter/WASH activities are  based on  technical assessment  of the house condition as well as an assessment of the family condition according to the following criteria: 

1-Female headed households.
2-  Households with more than one family / overcrowded.
3- Pregnant and lactating women.
4-  Families with children under 5 years old.
5- Families with poor / harsh financial conditions.
6-  Handicap and chronic diseases in the family that requires special care and additional financial burden.
7- Elderly and orphans.
8-   Families without a provider.
9-  Rent is over 100 JDs per month.
10- There is a need for Shelter / WASH services.

We sign an agreement between the owner and the maintenance company to allow to us to do these upgrades and approve at least one of these conditions:

1- Non -eviction clause ( three to six month)
2- Debt forgiveness
3- Reduction of rent (20 JOD).",Appeal outside of RRP6,None,No, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/07/2014,,,,,,   Urban areas - 
Amman,1755981124,4118,335621882,Amman Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,200,# of HH heads receiving rental support,2014-03,1064,RRP6 - Performance Indicators,Individual,2014-03,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/03/2014,,,,,,   Urban areas - 
Amman,1755981124,4118,335621882,Amman Governorate,8,Caritas,3. Refugees enabled to pay rent on time,SHELTER-1. Host Communities,24057,175,# of HH heads receiving rental support,2014-12,1064,RRP6 - Performance Indicators,Individual,2014-12,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/12/2014,,,,,,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24061,331,Syrian Girls in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,,,,Girls,Girls,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24068,38,Men - Other affected Population,2014-04,1064,Impacted population this month,Individual,2014-04,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/04/2014,Men,,,,Men,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24062,353,Syrian Boys in Urban,2014-02,1064,Impacted population this month,Individual,2014-02,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/02/2014,,,Boys,,Boys,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24063,10,Syrian Women in Urban,2013-12,1064,Impacted population this month,Individual,2013-12,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/12/2013,Men,Women,,,WomenMen,   Urban areas - 
Amman,2073181299,4120,335621882,Amman Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24073,30,Syrian Men in Urban,2014-07,1064,Impacted population this month,Individual,2014-07,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/07/2014,Men,,,,Men,   Urban areas - 
Amman,2073181299,4120,335621882,Amman Governorate,8,Caritas,5. Increased awareness about tenure,SHELTER-1. Host Communities,24078,200,# of people receiving information messaging on housing (HLP),2014-08,1064,RRP6 - Performance Indicators,#,2014-08,Central,,,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/08/2014,,,,,,   Urban areas - 
Amman,1580912240,4116,335621882,Amman Governorate,729,JHAS,1. Housing units upgraded to minimum standard,SHELTER-1. Host Communities,24047,10,# of dwelling units upgraded to adequate standard,2014-06,1064,RRP6 - Performance Indicators,#,2014-06,Central,,,,,"Since 2013 we have upgraded 1570 shelter units in different areas: Amman, Irbid, Ramtha, Mafraq, Jordan Valley.

Our target for the current project is 400 shelters from 15/3/2014 till 31/7/2014, the budget is 370 JD per shelter, we are doing upgrades in Zarqa, Jarash , Ajlun, in addition to the areas mentioned above.

Our Activities per shelter include :

 - Electrical works: Installation and maintenance of electricity sockets, wiring, light bulbs with focus on electrical safety around the house.

- Walls and ceiling : Painting of walls/ceiling with focus on moisture.

- Security: Installation and maintenance of the main door and main door locks.

-Ventilation: Installation of window glass and mosquito nets.

- WASH: Provision of plastic water tanks (2 square m) for families that don’t have one, or share their water tank with the owner or the neighbors, and replacement of rusted water tanks. Provision and fixing of the sink, water mixer, water taps, shower, pipes, installation of toilets and latrines, with attention to handicap needs.

- Privacy: Installation of door locks and partition walls for households with overcrowded conditions, with attention to female and couple’s privacy needs.

-Provision of hygiene kits to each targeted household, with possibility of provision of core NFIs (mattresses, summer blankets, pillows, plastic buckets) where needed.

Shelter/WASH activities are  based on  technical assessment  of the house condition as well as an assessment of the family condition according to the following criteria: 

1-Female headed households.
2-  Households with more than one family / overcrowded.
3- Pregnant and lactating women.
4-  Families with children under 5 years old.
5- Families with poor / harsh financial conditions.
6-  Handicap and chronic diseases in the family that requires special care and additional financial burden.
7- Elderly and orphans.
8-   Families without a provider.
9-  Rent is over 100 JDs per month.
10- There is a need for Shelter / WASH services.

We sign an agreement between the owner and the maintenance company to allow to us to do these upgrades and approve at least one of these conditions:

1- Non -eviction clause ( three to six month)
2- Debt forgiveness
3- Reduction of rent (20 JOD).",Appeal outside of RRP6,None,No, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/06/2014,,,,,,   Urban areas - 
Amman,115764284,4119,1633208053,Liwa Marka,1070,PU-AMI,4. HH adapt housing to overcome harsh weather,SHELTER-1. Host Communities,24065,164,Girls - Other affected Population,2014-01,1064,Impacted population this month,Individual,2014-01,Central,Marka,Marka,,,,Direct appeal,None,Yes, , , ,Urban areas,1. Host Communities,SHELTER,1705,AMMAN,2,Center,01/01/2014,,,,Girls,Girls,   Urban areas - 
