"","Governorate","siteId","activityId","locationId","location","partnerId","Partner","activity","activityCategory","indicatorId","Value","Indicator","month","database","indicatorCategory","Units","month.1","region.x","district","subdistrict","refugee.camps","camp.districts","comments","appeal","Fundedby","allocation","Camp","ITS","Other","Urban","Category","sector","gcode","gov","rcode","region","StartDate","men","women","boy","girl","Gender","SiteType"
"492","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,199,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/04/2014","","","","Girls","Girls","   Urban areas - "
"493","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,152,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/10/2014","","","","Girls","Girls","   Urban areas - "
"494","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,52,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-10",1064,"Remedial  classes","Individual","2014-10","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/10/2014","","","Boys","","Boys","   Urban areas - "
"495","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,5,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"496","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,213,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/11/2014","","","","Girls","Girls","   Urban areas - "
"497","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,5,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-09",1064,"Remedial  classes","Individual","2014-09","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/09/2014","","","Boys","","Boys","   Urban areas - "
"498","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,236,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/05/2014","","","","Girls","Girls","   Urban areas - "
"499","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23545,30,"Boys - Other affected Population- # who attend remedial and catch-up classes","2014-04",1064,"Remedial  classes","Individual","2014-04","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/04/2014","","","Boys","","Boys","   Urban areas - "
"500","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,80,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-05",1064,"Remedial  classes","Individual","2014-05","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"501","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,35,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-08",1064,"Remedial  classes","Individual","2014-08","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
"504","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23543,88,"Syrian Boys in Urban- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/07/2014","","","Boys","","Boys","   Urban areas - "
"505","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23544,115,"Girls - Other affected Population- # who attend remedial and catch-up classes","2014-07",1064,"Remedial  classes","Individual","2014-07","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/07/2014","","","","Girls","Girls","   Urban areas - "
"506","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,111,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-12",1064,"Remedial  classes","Individual","2014-12","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/12/2014","","","","Girls","Girls","   Urban areas - "
"507","Ajlun",1404041503,4054,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23542,104,"Syrian Girls in Urban- # who attend remedial and catch-up classes","2014-11",1064,"Remedial  classes","Individual","2014-11","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/11/2014","","","","Girls","Girls","   Urban areas - "
"633","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23552,13,"Syrian Women in Urban - # provided with information relevant for education and assisted with referral services","2014-11",1064,"Referral services","Individual","2014-11","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/11/2014","Men","Women","","","WomenMen","   Urban areas - "
"634","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23553,11,"Syrian Men in Urban - # provided with information relevant for education and assisted with referral services","2014-12",1064,"Referral services","Individual","2014-12","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/12/2014","Men","","","","Men","   Urban areas - "
"635","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23553,3,"Syrian Men in Urban - # provided with information relevant for education and assisted with referral services","2014-06",1064,"Referral services","Individual","2014-06","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/06/2014","Men","","","","Men","   Urban areas - "
"636","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23552,369,"Syrian Women in Urban - # provided with information relevant for education and assisted with referral services","2014-02",1064,"Referral services","Individual","2014-02","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/02/2014","Men","Women","","","WomenMen","   Urban areas - "
"637","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23552,49,"Syrian Women in Urban - # provided with information relevant for education and assisted with referral services","2014-05",1064,"Referral services","Individual","2014-05","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/05/2014","Men","Women","","","WomenMen","   Urban areas - "
"638","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23552,4,"Syrian Women in Urban - # provided with information relevant for education and assisted with referral services","2014-06",1064,"Referral services","Individual","2014-06","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/06/2014","Men","Women","","","WomenMen","   Urban areas - "
"639","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23553,206,"Syrian Men in Urban - # provided with information relevant for education and assisted with referral services","2014-03",1064,"Referral services","Individual","2014-03","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/03/2014","Men","","","","Men","   Urban areas - "
"640","Ajlun",351903639,4054,652847580,"Ajlun Governorate",1030,"SC Jordan","1. Benefit from formal educ (prim & sec)","EDUCATION-1. Access to appropriate opportunities",23551,49,"Syrian Boys in Urban - # provided with information relevant for education and assisted with referral services","2014-05",1064,"Referral services","Individual","2014-05","North",,,,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/05/2014","","","Boys","","Boys","   Urban areas - "
"700","Ajlun",2041867005,4060,652847580,"Ajlun Governorate",727,"IRD","2. Training of education service providers","EDUCATION-2. Learning environment",23612,15,"# of in-service teachers and other education service providers trained during the month","2014-04",1064,"RRP6 - Performance Indicators","#","2014-04","North",,,,,"IRD's CISLE (Cultivating Inclusive and Supportive Learning Environments) program provides training of public school teachers to promote strong literacy and language arts instruction, utilization of participatory approach to education, ownership and sense of responsibility for effective education of all students (including new Syrian students), and innovative and sustainable use of school resources and facilities.

Ajloun: Sakhra Elementary School for Boys","Appeal outside of RRP6","None","Yes"," ","Informal Tented Settlement","Other","Urban areas","2. Learning environment","EDUCATION","1701","AJLOUN","1","North","01/04/2014","","","","",""," Informal Tented SettlementOtherUrban areas - "
"740","Ajlun",1214345097,4055,1826722391,"Liwa Qasabat Ajlun",754,"ICCS","2. Benefit  informal/non-formal/lifeskills","EDUCATION-1. Access to appropriate opportunities",23564,50,"Syrian Boys in Urban benefiting from alternative education service such as non-formal education","2014-08",1064,"Alternative education","Individual","2014-08","North","Qasabat  Ajloun","Ajloun",,,"","Indirect appeal","UNICEF","Yes"," "," "," ","Urban areas","1. Access to appropriate opportunities","EDUCATION","1701","AJLOUN","1","North","01/08/2014","","","Boys","","Boys","   Urban areas - "
